,Burst Name,Burst ID,Boxes,Count
838,GRB140927A,95374024,5,38
839,GRB140930B,95374025,4,38
840,GRB141004A,95374026,4,39
841,GRB141005A,95374027,3,36
842,GRB141015A,95374028,3,42
843,GRB141017A,95374029,6,28
844,GRB141020A,95374030,5,37
845,GRB141022A,95374031,3,37
846,GRB141026A,95374033,6,37
847,GRB141031A,95374037,5,38
848,GRB141031B,95374039,5,36
849,GRB141102A,95374040,3,34
850,GRB141109A,95374041,7,39
851,GRB141109B,95374042,6,35
852,GRB141121A,95374043,5,33
853,GRB141130A,95374044,5,31
854,GRB141212A,95374045,3,36
855,GRB141212B,95374047,6,39
856,GRB141220A,95374050,4,39
857,GRB141221A,95374051,7,33
858,GRB141225A,95374053,4,40
859,GRB150101A,95374054,2,32
860,GRB150103A,95374056,5,29
861,GRB150110B,95374057,6,39
862,GRB150120A,95374058,4,36
863,GRB150120B,95374060,6,39
864,GRB150201A,95374061,4,38
865,GRB150202A,95374064,7,37
866,GRB150203A,95374065,8,36
867,GRB150206A,95374067,4,35
868,GRB150211A,95374068,5,34
869,GRB150212A,95374069,4,34
870,GRB150213B,95374070,3,40
871,GRB150222A,95374071,5,35
872,GRB150301A,95374073,3,33
873,GRB150301B,95374075,5,50
874,GRB150302A,95374077,4,35
875,GRB150309A,95374079,5,44
876,GRB150314A,95374081,3,38
877,GRB150317A,95374082,9,43
878,GRB150318A,95374083,5,38
879,GRB150323A,95374085,5,38
880,GRB150323B,95374086,3,39
881,GRB150323C,95374088,4,35
882,GRB150403A,95374091,4,33
883,GRB150413A,95374092,5,35
884,GRB150423A,95374093,3,32
885,GRB150428A,95374094,6,35
886,GRB150428B,95374096,7,32
887,GRB150430A,95374097,9,36
888,GRB150513A,95374099,9,43
889,GRB150527A,95374100,5,40
890,GRB150530A,95374102,4,42
891,GRB150607A,95374105,9,34
892,GRB150615A,95374106,3,44
893,GRB150616A,95374107,6,35
894,GRB150626A,95374108,3,42
895,GRB150626B,95374109,5,37
896,GRB150710A,95374111,4,41
897,GRB150711A,95374112,6,40
898,GRB150716A,95374113,3,35
899,GRB150720A,95374116,5,34
900,GRB150722A,95374119,3,34
901,GRB150724A,95374120,6,37
902,GRB150727A,95374121,4,40
903,GRB150728A,95374122,3,36
904,GRB150801B,95374123,6,37
905,GRB150811A,95374125,3,32
906,GRB150817A,95374126,7,36
907,GRB150818A,95374128,4,35
908,GRB150819A,95374130,2,34
909,GRB150821A,95374132,3,36
910,GRB150831A,95374133,3,36
911,GRB150831B,95374135,3,38
912,GRB150901A,95374136,4,35
913,GRB150907B,95374137,5,39
914,GRB150910A,95374139,4,36
915,GRB150911A,95374140,3,29
916,GRB150915A,95374142,4,34
917,GRB150925A,95374145,3,36
918,GRB151001A,95374146,3,37
919,GRB151001B,95374147,5,38
920,GRB151004A,95374148,6,37
921,GRB151006A,95374149,5,37
922,GRB151021A,95374151,4,31
923,GRB151022A,95374152,4,33
924,GRB151023A,95374153,5,48
925,GRB151027A,95374156,7,36
926,GRB151027B,95374158,7,40
927,GRB151029A,95374160,3,41
928,GRB151031A,95374161,3,37
929,GRB151111A,95374162,4,43
930,GRB151112A,95374163,5,44
931,GRB151114A,95374164,5,41
932,GRB151118A,95374165,6,38
933,GRB151127A,95374167,3,42
934,GRB151205A,95374169,5,32
935,GRB151205B,95374172,5,40
936,GRB151210A,95374174,8,34
937,GRB151215A,95374175,5,36
938,GRB151228A,95374176,3,37
939,GRB151228B,95374177,4,42
940,GRB151229A,95374178,3,37
941,GRB160104A,95374180,5,36
942,GRB160117A,95374182,6,31
943,GRB160117B,95374184,4,39
944,GRB160119A,95374186,6,44
945,GRB160121A,95374187,4,37
946,GRB160123A,95374188,3,39
947,GRB160127A,95374190,4,40
948,GRB160131A,95374191,4,35
949,GRB160203A,95374192,4,39
950,GRB160216A,95374193,7,34
951,GRB160220A,95374195,4,34
952,GRB160220B,95374198,3,35
953,GRB160223A,95374200,5,41
954,GRB160225A,95374201,4,37
955,GRB160227A,95374202,9,44
956,GRB160228A,95374203,5,46
957,GRB160303A,95374204,3,34
958,GRB160313A,95374205,5,41
959,GRB160314A,95374206,3,40
960,GRB160321A,95374208,7,45
961,GRB160325A,95374211,7,35
962,GRB160327A,95374214,5,47
963,GRB160408A,95374215,3,42
964,GRB160409A,95374216,3,39
965,GRB160410A,95374217,3,34
966,GRB160411A,95374218,4,41
967,GRB160412A,95374219,3,35
968,GRB160417A,95374221,3,41
969,GRB160419A,95374222,3,35
970,GRB160424A,95374225,4,33
971,GRB160425A,95374227,6,33
972,GRB160504A,95374228,9,34
973,GRB160506A,95374229,3,35
974,GRB160519A,95374231,6,44
975,GRB160525B,95374232,5,32
976,GRB160601A,95374234,3,38
977,GRB160607A,95374235,6,42
978,GRB160611A,95374236,6,40
979,GRB160624A,95374238,3,37
980,GRB160625A,95374241,10,39
981,GRB160630A,95374242,4,28
982,GRB160703A,95374243,7,39
983,GRB160705B,95374244,6,35
984,GRB160712A,95374245,4,34
985,GRB160714A,95374247,4,40
986,GRB160716A,95374248,6,39
987,GRB160726A,95374249,4,36
988,GRB160801A,95374252,4,46
989,GRB160804A,95374254,5,36
990,GRB160815A,95374256,5,40
991,GRB160821A,95374257,9,36
992,GRB160821B,95374258,4,36
993,GRB160824A,95374259,6,32
994,GRB160826A,95374260,4,36
995,GRB160827A,95374262,7,40
996,GRB160905A,95374263,6,46
997,GRB160912A,95374265,7,39
998,GRB160917A,95374266,4,42
999,GRB160927A,95374268,4,40
1000,GRB161001A,95374270,3,33
1001,GRB161004A,95374271,4,43
1002,GRB161004B,95374273,3,36
1003,GRB161007A,95374275,3,40
1004,GRB161011A,95374276,3,32
1005,GRB161014A,95374278,10,34
1006,GRB161017A,95374280,6,34
1007,GRB161022A,95374281,3,31
1008,GRB161104A,95374283,4,36
1009,GRB161105A,95374284,8,39
1010,GRB161108A,95374285,5,35
1011,GRB161113A,95374286,6,35
1012,GRB161117A,95374288,8,36
1013,GRB161117B,95374290,10,40
1014,GRB161129A,95374293,9,33
1015,GRB161202A,95374294,10,35
1016,GRB161214B,95374295,3,39
1017,GRB161217A,95374297,3,38
1018,GRB161218A,95374298,4,40
1019,GRB161219B,95374299,4,31
1020,GRB161220A,95374301,3,36
1021,GRB161224A,95374302,6,43
1022,GRB170101A,95374303,3,33
1023,GRB170111A,95374306,7,34
1024,GRB170112A,95374307,3,33
1025,GRB170113A,95374308,5,33
1026,GRB170115A,95374309,6,44
1027,GRB170126A,95374312,5,46
1028,GRB170127A,95374313,7,34
1029,GRB170127B,95374315,3,34
1030,GRB170202A,95374316,4,35
1031,GRB170203A,95374317,6,46
1032,GRB170205A,95374320,7,30
1033,GRB170206B,95374321,4,38
1034,GRB170208A,95374322,3,37
1035,GRB170208B,95374323,6,42
1036,GRB170306A,95374325,6,45
1037,GRB170307A,95374326,5,43
1038,GRB170311A,95374329,3,40
1039,GRB170317A,95374330,3,40
1040,GRB170318A,95374331,4,34
1041,GRB170318B,95374333,4,40
1042,GRB170330A,95374335,7,43
1043,GRB170331A,95374336,3,30
1044,GRB170405A,95374339,8,42
1045,GRB170419A,95374340,3,37
1046,GRB170419B,95374341,4,37
1047,GRB170428A,95374342,3,27
1048,GRB170516A,95374344,5,43
1049,GRB170519A,95374346,4,38
1050,GRB170524A,95374347,4,34
1051,GRB170526A,95374348,3,41
1052,GRB170531A,95374350,6,33
1053,GRB170531B,95374352,7,41
1054,GRB170604A,95374354,8,42
1055,GRB170607A,95374355,7,40
1056,GRB170626A,95374356,3,35
1057,GRB170629A,95374357,8,41
1058,GRB170705A,95374359,6,39
1059,GRB170710A,95374360,4,39
1060,GRB170711A,95374361,4,32
1061,GRB170714A,95374362,4,34
1062,GRB170724A,95374366,6,39
1063,GRB170728A,95374368,4,42
1064,GRB170728B,95374369,7,39
1065,GRB170803A,95374370,3,33
1066,GRB170804A,95374371,5,39
1067,GRB170807A,95374373,5,38
1068,GRB170810A,95374374,9,39
1069,GRB170813A,95374375,3,39
1070,GRB170822A,95374376,6,37
1071,GRB170823A,95374378,8,31
1072,GRB170827A,95374381,2,30
1073,GRB170903A,95374382,6,33
1074,GRB170906A,95374383,7,37
1075,GRB170906C,95374387,5,31
1076,GRB170912A,95374388,4,36
1077,GRB170912B,95374389,3,39
1078,GRB170921A,95374390,3,30
1079,GRB171001A,95374391,9,34
1080,GRB171004A,95374395,4,37
1081,GRB171007A,95374396,3,43
1082,GRB171011A,95374397,3,35
1083,GRB171020A,95374398,4,40
1084,GRB171027A,95374400,6,36
1085,GRB171102B,95374401,5,38
1086,GRB171103A,95374403,4,45
1087,GRB171115A,95374404,5,38
1088,GRB171120A,95374406,5,36
1089,GRB171123A,95374409,4,42
1090,GRB171205A,95374410,6,35
1091,GRB171209A,95374411,6,39
1092,GRB171211A,95374412,3,48
1093,GRB171212A,95374414,8,42
1094,GRB171216A,95374415,5,38
1095,GRB171222A,95374416,5,34
1096,GRB180102A,95374418,5,40
1097,GRB180111A,95374420,6,34
1098,GRB180113A,95374423,7,50
1099,GRB180115A,95374424,5,39
1100,GRB180204A,95374425,4,40
1101,GRB180205A,95374426,6,36
1102,GRB180221A,95374427,2,40
1103,GRB180222A,95374429,4,33
1104,GRB180224A,95374430,4,34
1105,GRB180311A,95374431,5,41
1106,GRB180314A,95374433,3,37
1107,GRB180314B,95374436,5,38
1108,GRB180316A,95374437,6,39
1109,GRB180324A,95374438,5,37
1110,GRB180325A,95374440,5,34
1111,GRB180329A,95374442,5,33
1112,GRB180329B,95374443,6,36
1113,GRB180331A,95374444,6,35
1114,GRB180331B,95374446,6,36
1115,GRB180402A,95374447,4,33
1116,GRB180404A,95374450,4,33
1117,GRB180404B,95374451,5,36
1118,GRB180407A,95374452,5,41
1119,GRB180410A,95374453,4,33
1120,GRB180411A,95374455,6,36
1121,GRB180418A,95374456,4,38
1122,GRB180425A,95374458,5,41
1123,GRB180504A,95374460,5,37
1124,GRB180510A,95374461,4,29
1125,GRB180510B,95374463,4,39
1126,GRB180512A,95374465,6,42
1127,GRB180514A,95374466,5,33
1128,GRB180602A,95374467,5,39
1129,GRB180613A,95374468,3,35
1130,GRB180614A,95374470,6,36
1131,GRB180618A,95374471,4,48
1132,GRB180620A,95374473,4,35
1133,GRB180620B,95374474,7,39
1134,GRB180623A,95374477,9,37
1135,GRB180624A,95374478,7,33
1136,GRB180626A,95374480,6,34
1137,GRB180630A,95374481,4,32
1138,GRB180704A,95374482,8,33
1139,GRB180705A,95374484,4,37
1140,GRB180706A,95374486,6,35
1141,GRB180709A,95374487,3,40
1142,GRB180715A,95374488,4,40
1143,GRB180720B,95374491,3,38
1144,GRB180720C,95374492,3,34
1145,GRB180721A,95374493,6,36
1146,GRB180727A,95374494,3,39
1147,GRB180728A,95374495,5,38
1148,GRB180805A,95374496,3,39
1149,GRB180805B,95374500,3,41
1150,GRB180809B,95374501,5,35
1151,GRB180812A,95374502,8,36
1152,GRB180818A,95374503,4,35
1153,GRB180818B,95374506,6,41
1154,GRB180821A,95374507,7,41
1155,GRB180823A,95374508,3,35
1156,GRB180828A,95374509,5,31
1157,GRB180904A,95374510,4,46
1158,GRB180905A,95374513,5,36
1159,GRB180924A,95374514,8,33
1160,GRB180925A,95374515,5,41
1161,GRB180930A,95374516,4,40
1162,GRB181002A,95374518,7,40
1163,GRB181003A,95374521,2,30
1164,GRB181010A,95374522,5,33
1165,GRB181013A,95374523,6,33
1166,GRB181016A,95374524,2,36
1167,GRB181020A,95374526,4,36
1168,GRB181022A,95374528,4,37
1169,GRB181023A,95374529,5,40
1170,GRB181027A,95374530,7,34
1171,GRB181030A,95374531,4,42
1172,GRB181103A,95374533,3,37
1173,GRB181110A,95374536,7,42
1174,GRB181123B,95374537,3,31
1175,GRB181125A,95374538,4,41
1176,GRB181126A,95374539,5,40
1177,GRB181202A,95374542,6,36
1178,GRB181203A,95374543,2,33
1179,GRB181213A,95374544,6,31
1180,GRB181224A,95374546,7,43
1181,GRB181228A,95374548,3,40
1182,GRB190103B,95374549,5,42
1183,GRB190106A,95374551,8,30
1184,GRB190109A,95374552,4,37
1185,GRB190109B,95374555,4,47
1186,GRB190110A,95374556,5,40
1187,GRB190114A,95374557,6,37
1188,GRB190114B,95374558,6,38
1189,GRB190114C,95374561,3,41
1190,GRB190123A,95374562,5,38
1191,GRB190202A,95374563,4,37
1192,GRB190203A,95374564,5,42
1193,GRB190204A,95374565,4,38
1194,GRB190211A,95374568,5,36
1195,GRB190219A,95374569,7,36
1196,GRB190220A,95374570,3,36
1197,GRB190311A,95374571,3,31
1198,GRB190320A,95374574,6,35
1199,GRB190324A,95374576,6,32
1200,GRB190326A,95374577,3,42
1201,GRB190331A,95374578,5,32
1202,GRB190422A,95374580,5,36
1203,GRB190424A,95374582,3,31
1204,GRB190427A,95374583,6,50
1205,GRB190511A,95374584,6,35
1206,GRB190512A,95374585,4,33
1207,GRB190515B,95374587,6,37
1208,GRB190519A,95374589,6,38
1209,GRB190604B,95374590,7,37
1210,GRB190610A,95374593,3,34
1211,GRB190611A,95374594,3,44
1212,GRB190613A,95374596,7,47
1213,GRB190613B,95374597,5,38
1214,GRB190627A,95374598,3,28
1215,GRB190630B,95374600,3,31
1216,GRB190630C,95374602,4,47
1217,GRB190701A,95374603,7,33
1218,GRB190706B,95374604,4,32
1219,GRB190718A,95374607,3,34
1220,GRB190719C,95374608,9,39
1221,GRB190727B,95374609,7,36
1222,GRB190816A,95374610,5,36
1223,GRB190821A,95374611,9,33
1224,GRB190824A,95374612,9,41
1225,GRB190828B,95374616,2,30
1226,GRB190829A,95374617,6,33
1227,GRB190926A,95374618,6,32
1228,GRB191001B,95374621,8,34
1229,GRB191004A,95374622,3,34
1230,GRB191004B,95374623,3,45
1231,GRB191011A,95374624,5,39
1232,GRB191016A,95374625,6,42
1233,GRB191017B,95374626,4,33
1234,GRB191019A,95374627,4,39
1235,GRB191024A,95374630,3,38
1236,GRB191029A,95374632,5,36
1237,GRB191031A,95374634,9,38
1238,GRB191031C,95374635,7,39
1239,GRB191031D,95374636,3,35
1240,GRB191101A,95374637,4,30
1241,GRB191106A,95374639,3,35
1242,GRB191122A,95374640,3,36
1243,GRB191123A,95374641,6,39
1244,GRB191213A,95374643,2,33
1245,GRB191218A,95374646,7,39
1246,GRB191220A,95374648,4,38
1247,GRB191221B,95374649,4,38
1248,GRB191227A,95374650,4,40
1249,GRB191228A,95374651,5,25
1250,GRB200107B,95374652,7,33
1251,GRB200109A,95374654,5,38
1252,GRB200115A,95374655,7,34
1253,GRB200122A,95374657,6,39
1254,GRB200125A,95374660,7,31
1255,GRB200127A,95374662,2,39
1256,GRB200131A,95374663,5,37
1257,GRB200205B,95374664,9,34
1258,GRB200215A,95374665,4,36
1259,GRB200216B,95374668,3,33
1260,GRB200219A,95374671,4,35
1261,GRB200224A,95374672,6,40
1262,GRB200227A,95374673,3,40
1263,GRB200228B,95374675,4,31
1264,GRB200303A,95374676,4,35
1265,GRB200306A,95374677,6,39
1266,GRB200306C,95374678,7,36
1267,GRB200324A,95374680,9,42
1268,GRB200409A,95374682,8,39
1269,GRB200410A,95374684,6,36
1270,GRB200411A,95374686,4,30
1271,GRB200416A,95374687,5,35
1272,GRB200425A,95374688,6,40
1273,GRB200509A,95374689,9,43
1274,GRB200512A,95374690,4,33
1275,GRB200519A,95374691,8,40
1276,GRB200522A,95374692,3,31
1277,GRB200528A,95374696,9,36
1278,GRB200529A,95374698,4,37
1279,GRB200608A,95374699,4,35
1280,GRB200612A,95374701,7,42
1281,GRB200630A,95374702,3,37
1282,GRB200701A,95374703,3,35
1283,GRB200711A,95374704,5,39
1284,GRB200713A,95374705,6,38
1285,GRB200716C,95374707,3,35
1286,GRB200806A,95374709,7,36
1287,GRB200819A,95374711,7,43
1288,GRB200829A,95374712,3,37
1289,GRB200901A,95374715,4,37
1290,GRB200901B,95374716,2,36
1291,GRB200903A,95374717,5,37
1292,GRB200906A,95374718,6,37
1293,GRB200907B,95374719,3,40
1294,GRB200909B,95374721,3,40
1295,GRB200917A,95374723,5,29
1296,GRB200919A,95374724,6,35
1297,GRB200922A,95374725,4,33
1298,GRB200925B,95374727,5,34
1299,GRB201001A,95374729,7,37
1300,GRB201006A,95374730,3,35
1301,GRB201013A,95374731,5,35
1302,GRB201014A,95374732,3,48
1303,GRB201015A,95374733,3,28
1304,GRB201017A,95374737,3,43
1305,GRB201020A,95374738,4,36
1306,GRB201021C,95374739,4,50
1307,GRB201024A,95374740,3,33
1308,GRB201026A,95374742,7,30
1309,GRB201027A,95374744,4,48
1310,GRB201029A,95374745,4,37
1311,GRB201104B,95374746,4,36
1312,GRB201105A,95374747,4,44
1313,GRB201128A,95374748,5,36
1314,GRB201203A,95374751,4,38
1315,GRB201209A,95374752,9,40
1316,GRB201216C,95374753,6,38
1317,GRB201221A,95374754,3,39
1318,GRB201221D,95374756,3,37
1319,GRB201223A,95374758,7,40
1320,GRB201229A,95374759,6,40
1321,GRB210102C,95374761,6,41
1322,GRB210104A,95374762,7,36
1323,GRB210104B,95374764,5,41
1324,GRB210112A,95374765,7,34
1325,GRB210119A,95374766,4,43
1326,GRB210205A,95374767,8,38
1327,GRB210207B,95374769,8,34
1328,GRB210209A,95374770,7,39
1329,GRB210210A,95374771,4,34
1330,GRB210211A,95374773,3,38
1331,GRB210212A,95374776,4,30
1332,GRB210217A,95374777,3,36
1333,GRB210218A,95374778,4,34
1334,GRB210222B,95374779,6,40
1335,GRB210226A,95374780,9,40
1336,GRB210305A,95374781,4,37
1337,GRB210306A,95374782,4,40
1338,GRB210306B,95374783,7,36
1339,GRB210307A,95374785,6,35
1340,GRB210308A,95374787,4,32
1341,GRB210318A,95374788,4,37
1342,GRB210321A,95374789,5,38
1343,GRB210323A,95374790,4,39
1344,GRB210402A,95374791,6,34
1345,GRB210403A,95374793,6,31
1346,GRB210410A,95374794,3,34
1347,GRB210411C,95374796,6,35
1348,GRB210419A,95374797,4,37
1349,GRB210419C,95374798,5,38
1350,GRB210420B,95374800,4,35
1351,GRB210421A,95374801,4,41
1352,GRB210422A,95374802,4,41
1353,GRB210430A,95374803,3,35
1354,GRB210504A,95374804,6,34
1355,GRB210509A,95374805,6,44
1356,GRB210514A,95374807,9,37
1357,GRB210515C,95374808,6,34
1358,GRB210517A,95374809,3,42
1359,GRB210527A,95374812,2,33
1360,GRB210610A,95374813,4,41
1361,GRB210610B,95374814,5,36
1362,GRB210618A,95374815,3,41
1363,GRB210619B,95374816,9,41
1364,GRB210702A,95374817,3,41
1365,GRB210708A,95374819,4,38
1366,GRB210712A,95374820,8,33
1367,GRB210722A,95374821,3,39
1368,GRB210723A,95374823,3,36
1369,GRB210724A,95374824,7,37
1370,GRB210725A,95374825,6,40
1371,GRB210725B,95374827,3,36
1372,GRB210726A,95374828,3,31
1373,GRB210730A,95374829,3,33
1374,GRB210731A,95374831,4,39
1375,GRB210807A,95374832,8,36
1376,GRB210807C,95374834,6,39
1377,GRB210818A,95374835,3,38
1378,GRB210820A,95374836,5,35
1379,GRB210822A,95374837,3,32
1380,GRB210824A,95374838,4,40
1381,GRB210901A,95374839,8,32
1382,GRB210905A,95374840,8,34
1383,GRB210912A,95374842,4,39
1384,GRB210919A,95374844,4,36
1385,GRB210930A,95374846,3,38
1386,GRB211023B,95374847,3,33
1387,GRB211024B,95374848,11,45
1388,GRB211025A,95374849,3,33
1389,GRB211129A,95374850,6,35
1390,GRB211207A,95374851,2,30
1391,GRB211211A,95374852,4,31
1392,GRB211221A,95374854,5,40
1393,GRB211223C,95374855,6,42
1394,GRB211225B,95374857,7,34
1395,GRB211227A,95374858,5,37
1396,GRB220101A,95374859,8,36
1397,GRB220117A,95374860,9,39
1398,GRB220117B,95374861,2,37
1399,GRB220118A,95374863,3,39
1400,GRB220218A,95374864,4,33
1401,GRB220302A,95374865,3,29
1402,GRB220305A,95374866,5,34
1403,GRB220306B,95374868,3,43
1404,GRB220319A,95374869,4,41
1405,GRB220325A,95374871,3,40
1406,GRB220403B,95374872,5,37
1407,GRB220404A,95374873,6,48
1408,GRB220408A,95374874,7,30
1409,GRB220412A,95374876,5,36
1410,GRB220412B,95374878,2,34
1411,GRB220427A,95374879,5,46
1412,GRB220430A,95374881,5,30
1413,GRB220501A,95374882,4,37
1414,GRB220518A,95374883,5,36
1415,GRB220521A,95374884,5,39
1416,GRB220611A,95374885,5,41
1417,GRB220618A,95374886,4,39
1418,GRB220623A,95374888,6,37
1419,GRB220701A,95374889,4,36
1420,GRB220706A,95374890,3,34
1421,GRB220708A,95374891,4,40
1422,GRB220711B,95374894,6,33
1423,GRB220714B,95374895,8,42
1424,GRB220715B,95374896,8,47
1425,GRB220730A,95374897,8,34
1426,GRB220806A,95374899,4,41
1427,GRB220813A,95374901,5,39
1428,GRB220826A,95374902,7,46
1429,GRB220907A,95374903,4,34
1430,GRB220930A,95374905,5,33
1431,GRB221009A,95374906,3,34
1432,GRB221016A,95374907,3,35
1433,GRB221024A,95374908,6,44
1434,GRB221027B,95374911,4,34
1435,GRB221028A,95374912,5,38
1436,GRB221110A,95374914,3,44
1437,GRB221120A,95374915,3,38
1438,GRB221201A,95374916,4,37
1439,GRB221202A,95374918,3,37
1440,GRB221216A,95374919,5,30
1441,GRB221226B,95374920,3,33
1442,GRB230116C,95374921,3,40
1443,GRB230116D,95374923,3,41
1444,GRB230123A,95374924,5,42
1445,GRB230204A,95374925,6,38
1446,GRB230205A,95374927,3,44
1447,GRB230216A,95374928,8,32
1448,GRB230217A,95374930,3,44
1449,GRB230228A,95374932,3,35
1450,GRB230322B,95374933,3,33
1451,GRB230325A,95374934,4,40
1452,GRB230328B,95374936,5,37
1453,GRB230405B,95374937,3,36
1454,GRB230409B,95374939,5,39
1455,GRB230414B,95374940,3,38
1456,GRB230420A,95374941,7,37
1457,GRB230423A,95374943,7,38
1458,GRB230427A,95374944,4,39
1459,GRB230506B,95374945,6,38
1460,GRB230506C,95374947,6,38
1461,GRB230510A,95374948,7,45
1462,GRB230606A,95374950,7,46
1463,GRB230618A,95374952,5,36
1464,GRB230622A,95374953,6,36
1465,GRB230628E,95374955,4,40
1466,GRB230723B,95374956,3,36
1467,GRB230728A,95374957,7,38
1468,GRB230802A,95374958,5,36
1469,GRB230805B,95374960,5,38
1470,GRB230815A,95374961,4,41
1471,GRB230816A,95374962,3,34
1472,GRB230818A,95374963,3,38
1473,GRB230826A,95374965,5,30
1474,GRB230903A,95374968,3,38
1475,GRB231028A,95374969,1,33
1476,GRB231104A,95374970,7,30
1477,GRB231110A,95374971,4,37
1478,GRB231111A,95374973,3,32
1479,GRB231117A,95374974,3,41
1480,GRB231118A,95374975,3,38
1481,GRB231129A,95374977,7,34
1482,GRB231205B,95374979,5,32
1483,GRB231210B,95374980,4,38
1484,GRB231214A,95374981,5,39
1485,GRB231215A,95374982,6,42
